velocityx,velocityy,velocityz, attitudew,attitudex,attitudey,attitudez,error attitudew,error attitudex,error attitudey,error attitudez, filtered velocityx,filtered velocityy,filtered velocityz, filtered attitudew,filtered attitudex,filtered attitudey,filtered attitudez, sliding variablex,sliding variabley, sliding variablez, control signalx,control signaly,control signalz 
-0.00709082,-0.00610783,0.00013689,0.999977,-0.0055049,0.00030985,0.00402829,-0.64321,0.166216,-0.738847,-0.112953,-0.00753388,-0.00678458,0.000946836,1,-0.000204302,5.81227e-05,2.23058e-05,-4.99401,22.1586,3.38953,-1.36629e-05,-5.0409e-06,1.61601e-06
-0.0122241,-0.0110151,-0.013555,0.999772,-0.00552717,-0.0140662,0.0150712,-0.643215,0.166214,-0.738842,-0.112963,-0.0126133,-0.0113657,-0.0147564,1,-0.000210535,4.8919e-05,2.86221e-05,-4.99903,22.1539,3.37414,-1.89294e-05,-9.89811e-06,-1.38977e-05
-0.00265852,-0.00183298,0.00101967,0.999651,-0.0250982,0.00504651,-0.00648727,-0.643217,0.166232,-0.738835,-0.112969,-0.00183472,-0.00104362,0.00232612,1,-0.000227118,4.45323e-05,1.79177e-05,-4.9888,22.164,3.3914,-8.64825e-06,2.92346e-07,2.86365e-06
0.0219135,-0.00470999,-0.00466768,0.999935,0.00508505,-0.00771455,0.00669259,-0.643219,0.166228,-0.738834,-0.112972,0.0238806,-0.00501369,-0.00524697,1,-0.000226092,4.09663e-05,2.1778e-05,-4.96297,22.16,3.3839,1.70978e-05,-3.7847e-06,-4.59363e-06
-0.00563519,0.011943,0.0119302,0.999773,0.00691634,0.0130578,-0.0153781,-0.643221,0.166225,-0.738835,-0.112954,-0.00807967,0.0133477,0.013353,1,-0.000210081,4.31917e-05,1.29371e-05,-4.99482,22.1784,3.40196,-1.43821e-05,1.46434e-05,1.37411e-05
-0.00388935,0.00526598,0.0147737,0.999927,-0.000179065,0.00481234,-0.0111039,-0.643213,0.166226,-0.738841,-0.112957,-0.00354279,0.00459704,0.0148921,1,-0.000214556,5.24381e-05,1.60756e-05,-4.99033,22.1698,3.40362,-9.97947e-06,6.17018e-06,1.53743e-05
-0.0160938,0.0107932,0.00633286,0.999905,-0.003863,-0.0127579,-0.0034106,-0.643214,0.166223,-0.73884,-0.112965,-0.017134,0.0113068,0.00562442,1,-0.000217928,5.00591e-05,2.30275e-05,-5.00382,22.1765,3.39457,-2.36718e-05,1.28085e-05,6.31524e-06
-0.018804,0.00328462,-0.0125869,0.999894,0.00417484,-0.00559424,0.0127363,-0.643208,0.166223,-0.738844,-0.112975,-0.0189434,0.00262059,-0.0140955,1,-0.000225753,5.41654e-05,3.10445e-05,-5.00562,22.1679,3.37516,-2.57159e-05,4.24555e-06,-1.31641e-05
0.00426506,0.00927964,-0.0104713,0.999828,-0.0129948,-0.0131627,0.00149867,-0.643209,0.166237,-0.738838,-0.112982,0.00618663,0.00983141,-0.0101715,1,-0.000241187,5.05361e-05,2.37812e-05,-4.98094,22.175,3.3793,-1.04897e-06,1.13475e-05,-9.45811e-06
0.00135618,-0.00861683,-0.0159474,0.999973,-0.000874326,0.0072535,-0.00120106,-0.643205,0.166241,-0.738843,-0.112975,0.000955976,-0.0101447,-0.0164263,1,-0.000237994,5.8769e-05,1.76626e-05,-4.98627,22.1551,3.37282,-6.18385e-06,-8.38168e-06,-1.58965e-05
-0.0129498,0.00243544,-0.00181538,0.999853,-0.0169395,0.000802458,-0.0023751,-0.643208,0.166251,-0.738837,-0.112974,-0.0141022,0.00347732,-0.000605596,1,-0.00024389,5.34234e-05,7.61797e-06,-5.00165,22.1686,3.3886,-2.14189e-05,5.08002e-06,-3.77057e-07
0.00835135,0.00255546,0.00877169,0.999843,0.0175619,0.00168758,-0.00158281,-0.643207,0.166253,-0.738839,-0.112973,0.0102105,0.00247927,0.00954856,1,-0.000244869,5.59836e-05,6.66973e-06,-4.97738,22.1676,3.39874,2.86448e-06,4.15878e-06,9.74866e-06
0.00269837,0.00170344,-0.00949038,0.999758,-0.00658619,-0.0182951,-0.0102541,-0.643211,0.166249,-0.738835,-0.112973,0.00207613,0.00163922,-0.0110673,1,-0.000241639,5.02965e-05,8.02439e-06,-4.98541,22.1667,3.37811,-5.17305e-06,3.14811e-06,-1.08266e-05
0.00100717,-0.00236747,0.00649882,0.999362,0.0116132,0.00177164,-0.0337183,-0.643213,0.16626,-0.738834,-0.112956,0.000918424,-0.00269929,0.00795393,1,-0.000235924,5.18707e-05,-1.11011e-05,-4.98688,22.1623,3.39663,-6.15928e-06,-1.14317e-06,7.6209e-06
-0.000392374,0.00241506,-0.00186222,0.999951,-0.0071627,-0.00631569,0.0026745,-0.643215,0.166257,-0.738832,-0.112962,-0.000501315,0.00283867,-0.00267521,1,-0.00023808,4.792e-05,-5.65059e-06,-4.98821,22.1678,3.38617,-7.6437e-06,4.27627e-06,-2.84473e-06
-0.00704809,-0.00625845,0.00757345,0.99983,0.00318752,0.0180064,0.00240769,-0.643209,0.166258,-0.738838,-0.112959,-0.00759081,-0.00701203,0.00842237,1,-0.00023704,5.64082e-05,-6.20699e-06,-4.99532,22.1581,3.39719,-1.4702e-05,-5.31978e-06,8.23616e-06
-0.00336235,0.0097418,0.00642262,0.999912,0.00390003,-0.00718124,-0.0104369,-0.643213,0.166258,-0.738833,-0.112963,-0.00301262,0.0111295,0.00625722,1,-0.000239663,4.97273e-05,-5.54515e-06,-4.99075,22.1761,3.39513,-1.02025e-05,1.26214e-05,6.09087e-06
0.0107774,0.028732,0.00284367,0.999746,0.0150812,0.0087605,-0.0142701,-0.643207,0.166258,-0.738839,-0.112957,0.0119194,0.0301907,0.00256123,1,-0.00023544,5.92597e-05,-7.55874e-06,-4.97582,22.1954,3.39126,4.85617e-06,3.19685e-05,2.33446e-06
0.00731308,0.00521983,-0.00102677,0.999826,0.0110078,-0.0149517,-0.00188747,-0.643201,0.166252,-0.738848,-0.112947,0.00693175,0.00315235,-0.00132391,1,-0.000224494,7.02488e-05,-6.8555e-06,-4.98062,22.1686,3.38709,1.96933e-07,5.25981e-06,-1.52958e-06
0.0139087,0.00549798,0.00817609,0.999787,-0.00379125,-0.017592,-0.0100909,-0.643206,0.166253,-0.738844,-0.112943,0.0144867,0.00569263,0.00896312,1,-0.000222017,6.52022e-05,-1.14709e-05,-4.9731,22.171,3.39726,7.82624e-06,7.64869e-06,8.61899e-06
-0.00394241,-0.00156278,0.00487551,0.99987,0.00354933,0.0126167,-0.00938726,-0.643201,0.166247,-0.73885,-0.112936,-0.00546885,-0.00216346,0.00453717,1,-0.00021252,7.31931e-05,-1.01003e-05,-4.99287,22.1633,3.39261,-1.18445e-05,3.23365e-08,4.23417e-06
0.00186559,0.00770047,-0.00160565,0.99993,0.0104389,-0.00513085,-0.00194055,-0.643204,0.166244,-0.738849,-0.112937,0.00247266,0.00851767,-0.00211437,1,-0.000211458,6.99884e-05,-8.32414e-06,-4.98486,22.174,3.38598,-3.87109e-06,1.06173e-05,-2.3641e-06
0.00589208,0.0065712,-0.00876888,0.999736,-0.00729371,-0.0120604,0.0181751,-0.643202,0.166241,-0.73885,-0.112941,0.00617517,0.00641032,-0.00932018,1,-0.000212811,7.00505e-05,-2.49913e-06,-4.98105,22.1719,3.37892,-2.09149e-07,8.51183e-06,-9.39515e-06
0.00702662,-0.0101244,0.0030198,0.99989,0.00997034,-0.00681781,-0.00865957,-0.643204,0.166243,-0.73885,-0.11293,0.00709712,-0.0114938,0.00404179,1,-0.000205462,7.09605e-05,-1.10056e-05,-4.98018,22.154,3.39195,9.33255e-07,-9.365e-06,3.71162e-06
0.000444652,0.000420793,0.0112237,0.999954,-0.00905688,-0.0014644,-0.00274806,-0.643209,0.16624,-0.738845,-0.112932,-0.000106491,0.00140747,0.0118188,1,-0.000204927,6.3986e-05,-9.81552e-06,-4.98732,22.1668,3.39977,-6.25431e-06,3.32705e-06,1.15244e-05
-0.00540087,0.00661029,-0.0102882,0.999746,-0.00735952,-0.0174418,-0.012199,-0.643213,0.16624,-0.738842,-0.112936,-0.0058397,0.00704155,-0.0121191,1,-0.00020774,5.80291e-05,-7.94323e-06,-4.99305,22.1723,3.37596,-1.20719e-05,8.78243e-06,-1.23574e-05
0.00457956,-0.0210976,-0.00337043,0.999504,0.0174395,-0.00744102,0.0251497,-0.643212,0.166236,-0.738843,-0.112935,0.00544235,-0.0234284,-0.00264601,1,-0.000204191,5.90552e-05,-4.99082e-06,-4.98163,22.1419,3.38541,-6.83395e-07,-2.16568e-05,-2.79573e-06
0.000884161,0.0186122,0.00635404,0.999885,0.0102528,-0.0062192,-0.00928836,-0.643226,0.166233,-0.738833,-0.112929,0.000506431,0.0220942,0.00709959,1,-0.000197145,4.3629e-05,-1.00354e-05,-4.98649,22.1871,3.39498,-5.40791e-06,2.34031e-05,6.79853e-06
0.00729051,-0.00415412,0.0108404,0.999979,0.00636584,0.00115527,0.000935682,-0.643216,0.16623,-0.738842,-0.112928,0.00785235,-0.00632771,0.0111506,1,-0.000194338,5.63262e-05,-5.72633e-06,-4.97904,22.1589,3.39899,2.02221e-06,-4.63792e-06,1.09788e-05
-0.0117943,-0.0140608,-0.0100277,0.999818,-0.0181578,0.000301263,-0.00580488,-0.643218,0.166228,-0.738841,-0.112933,-0.0134217,-0.0147016,-0.0117818,1,-0.000196891,5.29052e-05,-1.76646e-06,-5.00027,22.1505,3.3762,-1.93285e-05,-1.31145e-05,-1.18348e-05
0.0093388,0.00547461,-0.00107243,0.999862,-0.00689266,-0.0124721,0.00853488,-0.643226,0.166236,-0.73883,-0.11294,0.0112236,0.00714552,-0.000185659,1,-0.000206922,3.99214e-05,-5.02613e-06,-4.97584,22.1721,3.38802,5.01592e-06,8.34317e-06,-3.36443e-07
0.00994334,-0.0119958,0.00575949,0.999469,0.00673257,-0.0165638,-0.0272424,-0.64323,0.166237,-0.738828,-0.112927,0.00983744,-0.0135812,0.00625216,1,-0.000198018,3.74994e-05,-1.56106e-05,-4.97728,22.1513,3.39407,3.8969e-06,-1.24562e-05,5.78384e-06
-0.00993505,0.00499212,0.00196051,0.999786,0.0194891,0.00120853,-0.00681729,-0.643238,0.166228,-0.738825,-0.112919,-0.0115728,0.00653033,0.00160515,1,-0.000184978,3.04071e-05,-1.47574e-05,-4.9984,22.1713,3.38919,-1.71222e-05,7.44254e-06,1.16243e-06
0.00334071,0.011575,-0.0212343,0.999921,-0.00410627,0.0113883,-0.00340285,-0.643231,0.166234,-0.738829,-0.112924,0.00457555,0.0119932,-0.0231264,1,-0.000192914,3.84046e-05,-1.51697e-05,-4.98244,22.1769,3.36458,-1.21186e-06,1.31453e-05,-2.35815e-05
0.00499461,0.00138628,-0.0039076,0.999917,0.00149094,-0.0111448,-0.00627086,-0.643231,0.166243,-0.738829,-0.112911,0.00502928,0.00050803,-0.0023164,1,-0.000189724,4.07636e-05,-3.04191e-05,-4.98227,22.1654,3.38502,-6.6245e-07,1.73094e-06,-3.22898e-06
0.0175284,-6.5625e-05,-0.0158543,0.999886,-0.00305549,0.0079338,-0.0125122,-0.64323,0.166247,-0.73883,-0.112905,0.0185639,-0.00011308,-0.0169759,1,-0.000188034,4.40837e-05,-3.65092e-05,-4.96885,22.1648,3.37019,1.29229e-05,1.20943e-06,-1.80712e-05
-0.00334247,0.0162935,0.0115624,0.999933,-0.00627948,0.00855028,-0.00464262,-0.64323,0.166251,-0.738831,-0.112892,-0.00515684,0.0176529,0.013926,1,-0.000180068,4.72965e-05,-4.77092e-05,-4.99268,22.1826,3.40068,-1.05589e-05,1.90717e-05,1.24947e-05
0.0109828,-0.0105109,-0.00735636,0.999774,-0.0192788,0.000334833,-0.00890957,-0.64322,0.166255,-0.738837,-0.1129,0.0123197,-0.0128434,-0.00911908,1,-0.000190283,5.72087e-05,-4.33847e-05,-4.97533,22.1523,3.3779,6.61122e-06,-1.11272e-05,-1.04206e-05
-0.00630567,-0.00404345,0.0102929,0.999866,0.0124504,0.00842603,0.00646221,-0.643225,0.166249,-0.738835,-0.112891,-0.00784827,-0.00331485,0.0119006,1,-0.000178576,5.32982e-05,-4.59464e-05,-4.99532,22.1617,3.39863,-1.32055e-05,-1.71591e-06,1.05222e-05
0.00311917,-0.00660803,0.0105181,0.999787,-0.0146561,0.0074141,0.012497,-0.643222,0.166247,-0.738837,-0.112905,0.0040273,-0.00688097,0.0104039,1,-0.000188506,5.42887e-05,-3.45108e-05,-4.98339,22.1582,3.39756,-1.62789e-06,-5.25231e-06,9.36862e-06
0.00524279,0.00802592,0.0215666,0.999989,0.00427635,-0.00187355,0.000631609,-0.643225,0.16624,-0.738835,-0.112907,0.00534346,0.00926064,0.0224918,1,-0.000184552,4.97243e-05,-2.84774e-05,-4.98184,22.1743,3.4097,-1.93083e-07,1.07524e-05,2.16375e-05
-0.008695,-0.00297553,0.0171947,0.999878,-0.00622376,0.00997058,0.0102861,-0.643217,0.166228,-0.738844,-0.112916,-0.009858,-0.00398885,0.0167567,1,-0.000183909,5.86829e-05,-1.20161e-05,-4.9967,22.1613,3.40423,-1.53753e-05,-2.22836e-06,1.63962e-05
0.0149339,0.00622998,0.00808125,0.999874,0.00267964,0.0054608,0.0146703,-0.643214,0.16622,-0.738846,-0.112929,0.0169872,0.00707649,0.00736327,1,-0.000188283,5.85449e-05,2.93956e-06,-4.9696,22.1725,3.39522,1.13387e-05,8.83284e-06,7.45145e-06
-0.00220235,0.00290153,0.0242279,0.99993,-0.00702725,0.00164204,-0.00941309,-0.643212,0.166216,-0.73885,-0.112923,-0.00379161,0.002556,0.0256255,1,-0.000181481,6.30833e-05,3.40635e-06,-4.99026,22.168,3.41332,-9.23605e-06,4.4485e-06,2.57276e-05
0.0155733,0.0072083,0.00829024,0.999996,0.00142107,0.001073,-0.00208821,-0.643209,0.166207,-0.738853,-0.112933,0.0171772,0.0075939,0.00685515,1,-0.000182971,6.48888e-05,1.68326e-05,-4.96903,22.1732,3.39483,1.16881e-05,9.54056e-06,7.36013e-06
-0.00907212,-0.0109082,0.00297629,0.999756,-0.000219049,0.00969265,-0.0198505,-0.643205,0.166204,-0.738858,-0.112922,-0.0112463,-0.0124407,0.00265535,1,-0.000173446,7.28102e-05,1.29948e-05,-4.99738,22.1533,3.39031,-1.64497e-05,-1.02563e-05,3.0452e-06
-0.000564975,-0.00988028,0.00425442,0.999755,0.000591886,0.0221174,-0.000807002,-0.643203,0.166208,-0.738859,-0.112927,0.0003193,-0.0096685,0.00438694,1,-0.000179398,7.43852e-05,1.41521e-05,-4.98591,22.1561,3.39218,-5.06263e-06,-7.43694e-06,4.8115e-06
0.0148024,0.00396649,0.00535908,0.999749,-0.000996245,-0.0210853,0.00750087,-0.643212,0.166202,-0.738851,-0.112932,0.016002,0.00509588,0.00543977,1,-0.000179535,6.08721e-05,1.94688e-05,-4.97006,22.1706,3.39341,1.0616e-05,6.92204e-06,6.02384e-06
-0.0112929,-0.00810128,0.00478606,0.999972,0.00719866,0.00130543,0.00180577,-0.643211,0.166192,-0.738855,-0.112926,-0.0135537,-0.0091943,0.00473217,1,-0.000167808,6.41805e-05,2.31782e-05,-4.99932,22.1565,3.3925,-1.8588e-05,-7.26889e-06,5.42752e-06
0.0076624,0.0015386,-0.0243634,0.999973,0.00248885,-0.00294103,0.00631159,-0.643215,0.166192,-0.738851,-0.112935,0.00941928,0.00242748,-0.0267736,1,-0.000174313,5.79178e-05,2.82247e-05,-4.97634,22.168,3.36127,4.1899e-06,4.16502e-06,-2.59269e-05
0.00841693,-5.5227e-05,-0.00414955,0.999823,-0.0146139,0.0105482,-0.00542611,-0.643212,0.166205,-0.738852,-0.112923,0.008334,-0.000260672,-0.00227634,1,-0.000174638,6.33056e-05,1.12573e-05,-4.97783,22.1653,3.38542,3.09485e-06,1.6385e-06,-1.93863e-06
-0.00417698,-0.0152997,0.00880843,0.999823,-0.0110013,0.0116166,0.00986858,-0.643209,0.166204,-0.738855,-0.112924,-0.00521328,-0.0165456,0.00972662,1,-0.000174177,6.76072e-05,1.37872e-05,-4.99132,22.1491,3.39744,-1.04386e-05,-1.45174e-05,1.01402e-05
-0.00522264,0.00336029,-0.0208028,0.999955,0.000765745,0.00472221,-0.00823784,-0.643214,0.166203,-0.73885,-0.112928,-0.00522385,0.00500881,-0.0233316,1,-0.000176711,6.0209e-05,1.60117e-05,-4.99131,22.1705,3.36451,-1.05252e-05,6.81508e-06,-2.28513e-05
0.000226116,0.000669925,-0.00814387,0.9999,-0.0124896,-0.00660712,0.000151878,-0.643214,0.166217,-0.738848,-0.112925,0.000677261,0.0003108,-0.00688659,1,-0.00018435,6.04269e-05,3.10741e-06,-4.98584,22.1657,3.38088,-4.85323e-06,2.12361e-06,-6.79337e-06
-0.00445244,0.000396605,-0.000482428,0.999301,-0.0268873,0.0211341,0.0150859,-0.643206,0.166223,-0.738852,-0.112933,-0.00487776,0.000403915,4.79482e-05,1,-0.00019425,6.87105e-05,5.0877e-06,-4.99157,22.166,3.38803,-1.07053e-05,2.46523e-06,2.00579e-07
-0.00431383,0.00533212,-0.00587187,0.999909,0.00692557,0.0102948,-0.00523887,-0.643203,0.166225,-0.738855,-0.112931,-0.0042676,0.00574042,-0.00636226,1,-0.000194219,7.28705e-05,3.09594e-06,-4.99102,22.1714,3.38156,-1.00942e-05,7.92654e-06,-6.26938e-06
0.00698072,0.0121514,-0.0090638,0.999854,-0.00466392,-0.00516466,-0.0156075,-0.643202,0.166235,-0.738853,-0.112927,0.00791215,0.0126828,-0.00928796,1,-0.000198309,7.40433e-05,-6.44465e-06,-4.97913,22.1783,3.37853,1.96288e-06,1.49041e-05,-9.4813e-06
0.00857599,0.00286136,-0.0204567,0.999784,-0.0193684,0.0033285,-0.00681735,-0.643197,0.166243,-0.738857,-0.112923,0.00863117,0.00204828,-0.0213824,1,-0.000201292,8.234e-05,-1.42223e-05,-4.97867,22.1678,3.36631,2.59241e-06,4.51848e-06,-2.1809e-05
